performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR589,1A6D-AF5D,2015-04-02,5,3,2,1,0,2,5,5,0,2015,High,Poor,1,4.0
PR5890,03C5-51AD,2022-03-29,5,4,4,3,1,4,3,2,-1,2022,Medium,Good,1,4.5
PR5891,8BCA-723F,2022-03-29,4,4,5,3,0,5,5,5,0,2022,High,,1,4.0
PR5892,BFAF-1ED1,2022-03-29,3,4,5,1,0,2,4,4,0,2022,Medium,Poor,1,3.5
PR5893,8FD9-AA59,2022-03-30,3,3,4,2,3,3,3,2,-1,2022,Medium,Average,1,3.0
PR5894,86E2-73D1,2022-03-30,3,5,4,1,1,4,4,3,-1,2022,Medium,Good,1,4.0
PR5895,C520-6F2B,2022-03-30,3,4,4,1,0,2,4,3,-1,2022,Medium,Poor,1,3.5
PR5896,A53B-DF3C,2022-03-30,5,5,2,3,0,5,3,2,-1,2022,Medium,,1,5.0
PR5897,D933-AAC4,2022-03-30,4,5,4,1,2,3,4,3,-1,2022,Medium,Average,1,4.5
PR5898,46C8-1E24,2022-03-30,4,3,4,1,2,2,4,3,-1,2022,Medium,Poor,1,3.5
PR5899,A105-470B,2022-03-31,5,2,3,2,3,4,4,3,-1,2022,Medium,Good,1,3.5
PR59,C016-FA12,2013-02-26,4,4,3,2,1,2,5,4,-1,2013,High,Poor,1,4.0
PR590,E071-137E,2015-04-02,4,2,2,1,0,4,3,2,-1,2015,Medium,Good,1,3.0
PR5900,0210-E0D8,2022-04-01,3,3,3,3,3,5,3,3,0,2022,Medium,,1,3.0
PR5901,07B2-D67A,2022-04-01,4,4,3,2,1,4,5,4,-1,2022,High,Good,1,4.0
PR5902,819A-2C9C,2022-04-01,4,4,5,2,1,2,4,4,0,2022,Medium,Poor,1,4.0
PR5903,2D85-ABDD,2022-04-01,5,2,3,1,2,4,4,4,0,2022,Medium,Good,1,3.5
PR5904,B6EC-313E,2022-04-02,5,3,5,1,0,2,5,4,-1,2022,High,Poor,1,4.0
PR5905,05F0-6F7B,2022-04-02,5,3,2,1,0,4,5,5,0,2022,High,Good,1,4.0
PR5906,1424-0B0C,2022-04-02,4,5,4,1,1,2,3,3,0,2022,Medium,Poor,1,4.5
PR5907,D4DF-162F,2022-04-02,5,3,4,3,1,5,3,3,0,2022,Medium,,1,4.0
PR5908,6653-BD41,2022-04-03,4,4,3,2,0,4,4,3,-1,2022,Medium,Good,1,4.0
PR5909,B49A-7D79,2022-04-03,5,3,2,1,1,2,3,3,0,2022,Medium,Poor,1,4.0
PR591,0210-E0D8,2015-04-03,4,4,4,2,1,2,3,2,-1,2015,Medium,Poor,1,4.0
PR5910,20CA-404E,2022-04-03,3,4,3,3,1,2,5,5,0,2022,High,Poor,1,3.5
PR5911,0D8F-C0F3,2022-04-04,4,2,4,1,0,2,3,3,0,2022,Medium,Poor,1,3.0
PR5912,1799-5B3F,2022-04-04,3,3,4,1,1,4,3,2,-1,2022,Medium,Good,1,3.0
PR5913,3B11-DF28,2022-04-04,4,1,1,2,1,3,5,4,-1,2022,High,Average,1,2.5
PR5914,C95C-CE06,2022-04-04,3,1,4,2,0,4,5,5,0,2022,High,Good,1,2.0
PR5915,076F-8AA3,2022-04-05,1,4,3,3,0,4,4,4,0,2022,Medium,Good,1,2.5
PR5916,EDF2-2659,2022-04-05,3,4,5,3,3,4,3,2,-1,2022,Medium,Good,1,3.5
PR5917,676C-C884,2022-04-05,3,5,4,2,1,2,4,3,-1,2022,Medium,Poor,1,4.0
PR5918,95D7-1CE9,2022-04-07,4,5,3,3,0,4,4,3,-1,2022,Medium,Good,1,4.5
PR5919,2BD8-20A6,2022-04-07,3,2,3,1,1,3,3,3,0,2022,Medium,Average,1,2.5
PR592,07B2-D67A,2015-04-03,5,3,5,3,0,4,3,2,-1,2015,Medium,Good,1,4.0
PR5920,B013-7D0C,2022-04-08,5,3,3,2,2,4,5,5,0,2022,High,Good,1,4.0
PR5921,531D-788E,2022-04-08,3,2,3,1,0,3,3,3,0,2022,Medium,Average,1,2.5
PR5922,8EA4-9179,2022-04-08,4,3,4,2,1,4,4,3,-1,2022,Medium,Good,1,3.5
PR5923,61E2-6540,2022-04-08,4,2,2,1,2,3,3,2,-1,2022,Medium,Average,1,3.0
PR5924,6B7D-82DB,2022-04-08,4,5,2,3,0,2,4,3,-1,2022,Medium,Poor,1,4.5
PR5925,AEDB-BB62,2022-04-09,4,2,2,2,1,4,5,5,0,2022,High,Good,1,3.0
PR5926,F430-0404,2022-04-09,3,4,3,1,1,5,4,4,0,2022,Medium,,1,3.5
PR5927,8733-BC3C,2022-04-09,4,3,4,1,1,5,3,2,-1,2022,Medium,,1,3.5
PR5928,0BAF-7454,2022-04-09,4,3,3,3,2,2,3,2,-1,2022,Medium,Poor,1,3.5
PR5929,152E-8DB1,2022-04-10,3,2,3,3,0,1,3,3,0,2022,Medium,Poor,1,2.5
PR593,B6EC-313E,2015-04-04,4,4,5,1,0,2,4,4,0,2015,Medium,Poor,1,4.0
PR5930,1A7C-19DB,2022-04-10,3,2,3,2,1,3,5,4,-1,2022,High,Average,1,2.5
PR5931,489B-14EC,2022-04-10,3,5,2,3,1,3,3,2,-1,2022,Medium,Average,1,4.0
PR5932,D7F8-1775,2022-04-10,5,2,2,1,2,3,3,2,-1,2022,Medium,Average,1,3.5
PR5933,9071-14B2,2022-04-10,4,5,5,1,0,2,5,4,-1,2022,High,Poor,1,4.5
PR5934,52CC-3E9E,2022-04-11,5,3,2,3,1,4,3,2,-1,2022,Medium,Good,1,4.0
PR5935,A531-8159,2022-04-11,5,2,5,2,0,5,4,4,0,2022,Medium,,1,3.5
PR5936,21C8-00EC,2022-04-11,3,5,3,1,1,5,3,2,-1,2022,Medium,,1,4.0
PR5937,8373-07C6,2022-04-11,3,3,2,2,1,5,3,3,0,2022,Medium,,1,3.0
PR5938,C5C2-985F,2022-04-12,5,3,2,2,0,2,5,4,-1,2022,High,Poor,1,4.0
PR5939,CDFB-6A08,2022-04-12,5,3,5,1,1,2,3,3,0,2022,Medium,Poor,1,4.0
PR594,0D8F-C0F3,2015-04-06,4,4,5,3,1,5,5,4,-1,2015,High,,1,4.0
PR5940,5C03-1009,2022-04-12,3,4,2,2,1,3,5,4,-1,2022,High,Average,1,3.5
PR5941,EE91-1A9C,2022-04-13,5,4,2,2,3,5,4,4,0,2022,Medium,,1,4.5
PR5942,7CFC-C4DA,2022-04-13,3,4,5,1,0,3,4,3,-1,2022,Medium,Average,1,3.5
PR5943,CF2F-8CA3,2022-04-13,4,5,2,3,1,5,5,4,-1,2022,High,,1,4.5
PR5944,AC19-7EE7,2022-04-14,4,2,3,3,1,3,4,3,-1,2022,Medium,Average,1,3.0
PR5945,4B7E-9DE5,2022-04-14,3,3,4,1,0,3,4,4,0,2022,Medium,Average,1,3.0
PR5946,7A98-768E,2022-04-15,5,2,4,1,1,3,5,5,0,2022,High,Average,1,3.5
PR5947,C3C0-349E,2022-04-15,5,3,4,1,1,4,5,4,-1,2022,High,Good,1,4.0
PR5948,96F4-896C,2022-04-15,5,4,5,3,2,3,3,2,-1,2022,Medium,Average,1,4.5
PR5949,B52E-BF41,2022-04-15,4,5,5,3,1,2,5,4,-1,2022,High,Poor,1,4.5
PR595,1799-5B3F,2015-04-06,5,4,4,3,1,3,3,2,-1,2015,Medium,Average,1,4.5
PR5950,5D69-D350,2022-04-16,3,2,4,2,2,3,4,3,-1,2022,Medium,Average,1,2.5
PR5951,4BE1-4A7B,2022-04-16,3,2,2,2,2,3,5,5,0,2022,High,Average,1,2.5
PR5952,10E9-4C86,2022-04-16,3,3,4,3,0,5,3,2,-1,2022,Medium,,1,3.0
PR5953,6661-FA04,2022-04-16,3,2,5,2,1,5,3,3,0,2022,Medium,,1,2.5
PR5954,AB81-A3A0,2022-04-17,5,5,4,2,0,3,3,2,-1,2022,Medium,Average,1,5.0
PR5955,9D01-8A02,2022-04-17,5,5,3,1,2,2,3,3,0,2022,Medium,Poor,1,5.0
PR5956,6151-4A92,2022-04-17,4,4,3,1,0,3,5,4,-1,2022,High,Average,1,4.0
PR5957,6BE1-09FB,2022-04-17,4,5,4,2,1,2,5,5,0,2022,High,Poor,1,4.5
PR5958,EE7E-F5AC,2022-04-17,4,5,4,1,0,3,3,2,-1,2022,Medium,Average,1,4.5
PR5959,FD3F-5255,2022-04-18,4,3,2,2,2,2,3,3,0,2022,Medium,Poor,1,3.5
PR596,3B11-DF28,2015-04-06,5,2,3,1,2,2,5,5,0,2015,High,Poor,1,3.5
PR5960,2D25-CAE8,2022-04-18,3,3,2,1,1,3,4,4,0,2022,Medium,Average,1,3.0
PR5961,1BEA-3835,2022-04-18,5,5,4,2,1,4,3,2,-1,2022,Medium,Good,1,5.0
PR5962,C661-6A1C,2022-04-19,3,2,5,1,1,3,3,3,0,2022,Medium,Average,1,2.5
PR5963,C025-B8B6,2022-04-19,3,5,4,1,0,5,4,3,-1,2022,Medium,,1,4.0
PR5964,5BDE-7102,2022-04-19,3,2,5,1,1,2,5,4,-1,2022,High,Poor,1,2.5
PR5965,9528-AA17,2022-04-20,5,5,3,3,3,5,4,3,-1,2022,Medium,,1,5.0
PR5966,F9C6-39E2,2022-04-20,4,3,3,1,2,5,3,2,-1,2022,Medium,,1,3.5
PR5967,4188-C61D,2022-04-21,5,5,3,3,2,3,3,3,0,2022,Medium,Average,1,5.0
PR5968,DFE3-6FA7,2022-04-21,4,3,4,3,0,2,4,4,0,2022,Medium,Poor,1,3.5
PR5969,7335-4656,2022-04-21,3,4,5,1,0,5,4,3,-1,2022,Medium,,1,3.5
PR597,076F-8AA3,2015-04-07,4,2,5,1,0,5,4,4,0,2015,Medium,,1,3.0
PR5970,ACF7-5B99,2022-04-21,4,2,2,2,1,5,3,2,-1,2022,Medium,,1,3.0
PR5971,E503-C500,2022-04-21,5,3,5,2,1,2,4,4,0,2022,Medium,Poor,1,4.0
PR5972,49B2-0364,2022-04-22,3,3,3,2,1,4,3,3,0,2022,Medium,Good,1,3.0
PR5973,920B-7B40,2022-04-22,4,2,2,3,1,3,4,4,0,2022,Medium,Average,1,3.0
PR5974,D754-4CDF,2022-04-22,5,2,3,1,0,3,3,2,-1,2022,Medium,Average,1,3.5
PR5975,619D-D78F,2022-04-22,5,5,4,1,0,3,3,2,-1,2022,Medium,Average,1,5.0
PR5976,51A4-EA6E,2022-04-23,4,2,2,2,0,2,4,4,0,2022,Medium,Poor,1,3.0
PR5977,A4A4-F49C,2022-04-23,4,3,4,2,1,2,4,4,0,2022,Medium,Poor,1,3.5
PR5978,23FC-93A5,2022-04-23,4,5,5,2,0,3,5,4,-1,2022,High,Average,1,4.5
PR5979,924E-1035,2022-04-23,4,3,5,1,2,4,3,2,-1,2022,Medium,Good,1,3.5
PR598,2FC6-7ED5,2015-04-07,3,5,5,1,0,4,4,4,0,2015,Medium,Good,1,4.0
PR5980,A31A-A90C,2022-04-24,3,2,3,2,0,4,5,4,-1,2022,High,Good,1,2.5
PR5981,0626-7020,2022-04-24,3,5,2,1,2,4,5,5,0,2022,High,Good,1,4.0
PR5982,7EF0-2BF4,2022-04-24,4,5,3,3,1,4,4,3,-1,2022,Medium,Good,1,4.5
PR5983,68D1-F434,2022-04-24,4,2,4,2,1,2,5,5,0,2022,High,Poor,1,3.0
PR5984,1EEB-ABF7,2022-04-25,5,2,3,1,1,3,5,5,0,2022,High,Average,1,3.5
PR5985,9A9B-630B,2022-04-25,1,2,2,2,1,4,5,4,-1,2022,High,Good,1,1.5
PR5986,9DB8-F763,2022-04-25,1,1,4,2,2,3,5,4,-1,2022,High,Average,1,1.0
PR5987,D529-0BC2,2022-04-26,1,3,3,1,3,2,3,3,0,2022,Medium,Poor,1,2.0
PR5988,4971-33F9,2022-04-26,4,2,2,3,0,5,4,4,0,2022,Medium,,1,3.0
PR5989,7CDB-25C4,2022-04-26,4,5,5,2,1,5,4,4,0,2022,Medium,,1,4.5
PR599,95D7-1CE9,2015-04-09,3,4,3,1,0,5,4,4,0,2015,Medium,,1,3.5
PR5990,1AC8-361F,2022-04-27,4,2,4,1,0,4,5,5,0,2022,High,Good,1,3.0
PR5991,D93A-CC98,2022-04-27,4,3,2,1,1,4,5,5,0,2022,High,Good,1,3.5
PR5992,EE63-4E57,2022-04-27,4,4,2,2,1,2,5,5,0,2022,High,Poor,1,4.0
PR5993,F1BD-033D,2022-04-27,3,4,3,1,0,2,4,4,0,2022,Medium,Poor,1,3.5
PR5994,05CD-292D,2022-04-27,5,3,4,1,2,2,4,4,0,2022,Medium,Poor,1,4.0
PR5995,4DDB-A84D,2022-04-27,3,4,5,1,0,2,3,2,-1,2022,Medium,Poor,1,3.5
PR5996,7B96-B655,2022-04-27,4,5,2,1,1,2,4,4,0,2022,Medium,Poor,1,4.5
PR5997,C79A-E5E1,2022-04-28,3,3,3,1,2,2,3,3,0,2022,Medium,Poor,1,3.0
PR5998,5D73-961A,2022-04-28,3,3,2,1,1,3,5,5,0,2022,High,Average,1,3.0
PR5999,A1B4-5481,2022-04-29,5,4,3,2,0,5,4,3,-1,2022,Medium,,1,4.5
PR60,1FE3-22BF,2013-02-26,3,3,2,3,0,2,4,4,0,2013,Medium,Poor,1,3.0
PR600,B013-7D0C,2015-04-10,4,4,2,3,2,4,4,4,0,2015,Medium,Good,1,4.0
PR6000,D49C-096C,2022-04-29,3,3,2,2,2,2,5,5,0,2022,High,Poor,1,3.0
PR6001,2F04-931F,2022-04-29,5,5,5,3,1,5,4,4,0,2022,Medium,,1,5.0
PR6002,380E-44B4,2022-04-29,5,4,2,2,3,4,3,2,-1,2022,Medium,Good,1,4.5
PR6003,5639-70C0,2022-04-29,4,3,4,3,0,2,3,2,-1,2022,Medium,Poor,1,3.5
PR6004,327B-F6D3,2022-04-30,5,5,2,3,1,4,5,4,-1,2022,High,Good,1,5.0
PR6005,B148-55FB,2022-04-30,5,2,2,3,0,3,5,5,0,2022,High,Average,1,3.5
PR6006,354B-3BC6,2022-04-30,4,3,4,2,3,2,4,3,-1,2022,Medium,Poor,1,3.5
PR6007,7BA2-EBDE,2022-04-30,4,3,3,3,0,3,5,4,-1,2022,High,Average,1,3.5
PR6008,1472-9F69,2022-05-01,3,4,3,3,1,5,5,5,0,2022,High,,1,3.5
PR6009,59DB-8465,2022-05-01,5,5,5,1,2,3,5,4,-1,2022,High,Average,1,5.0
PR601,531D-788E,2015-04-10,4,2,2,2,2,5,5,4,-1,2015,High,,1,3.0
PR6010,D31B-BEF8,2022-05-02,5,4,5,3,0,5,4,4,0,2022,Medium,,1,4.5
PR6011,565B-C207,2022-05-02,4,3,5,1,2,5,5,4,-1,2022,High,,1,3.5
PR6012,B90D-4BEF,2022-05-02,3,3,5,2,1,2,4,3,-1,2022,Medium,Poor,1,3.0
PR6013,13E5-2F17,2022-05-03,4,2,2,3,1,3,3,2,-1,2022,Medium,Average,1,3.0
PR6014,ADF8-AD57,2022-05-03,5,3,4,2,2,3,3,3,0,2022,Medium,Average,1,4.0
PR6015,ED5D-E9D8,2022-05-03,4,3,4,1,1,4,5,4,-1,2022,High,Good,1,3.5
PR6016,FB1D-5A51,2022-05-03,3,2,2,1,0,1,3,2,-1,2022,Medium,Poor,1,2.5
PR6017,FE2B-3DC7,2022-05-04,3,4,3,2,0,3,4,4,0,2022,Medium,Average,1,3.5
PR6018,F3D0-41D1,2022-05-04,4,3,4,3,0,5,3,3,0,2022,Medium,,1,3.5
PR6019,11AE-3E4D,2022-05-04,4,3,3,3,3,3,4,4,0,2022,Medium,Average,1,3.5
PR602,AEDB-BB62,2015-04-11,3,4,3,2,2,5,4,3,-1,2015,Medium,,1,3.5
PR6020,2CA8-4E1B,2022-05-05,5,3,5,1,0,2,3,3,0,2022,Medium,Poor,1,4.0
PR6021,08E4-D3D5,2022-05-05,5,4,4,3,1,3,5,5,0,2022,High,Average,1,4.5
PR6022,D2BE-E6F6,2022-05-05,4,2,3,1,3,2,3,2,-1,2022,Medium,Poor,1,3.0
PR6023,E8B6-8BAE,2022-05-06,3,5,3,1,3,3,5,4,-1,2022,High,Average,1,4.0
PR6024,30CC-9AD8,2022-05-06,4,5,5,1,1,4,5,4,-1,2022,High,Good,1,4.5
PR6025,291F-B604,2022-05-07,3,4,5,3,2,4,3,2,-1,2022,Medium,Good,1,3.5
PR6026,692B-7152,2022-05-07,4,5,3,3,1,2,3,3,0,2022,Medium,Poor,1,4.5
PR6027,5A65-768A,2022-05-07,3,2,2,2,0,2,4,3,-1,2022,Medium,Poor,1,2.5
PR6028,4657-FE18,2022-05-08,5,5,4,3,1,5,5,5,0,2022,High,,1,5.0
PR6029,4C41-7F73,2022-05-08,4,5,4,2,0,4,4,3,-1,2022,Medium,Good,1,4.5
PR603,7BD4-7BFB,2015-04-11,4,2,3,1,1,4,4,4,0,2015,Medium,Good,1,3.0
PR6030,F573-D043,2022-05-08,4,3,2,1,0,4,3,3,0,2022,Medium,Good,1,3.5
PR6031,E28D-424B,2022-05-09,5,4,4,2,1,2,5,4,-1,2022,High,Poor,1,4.5
PR6032,28F4-8367,2022-05-09,3,5,2,1,0,2,3,2,-1,2022,Medium,Poor,1,4.0
PR6033,A848-F98B,2022-05-10,3,2,3,3,0,2,5,5,0,2022,High,Poor,1,2.5
PR6034,DA4C-7F2E,2022-05-10,5,2,5,3,0,5,5,4,-1,2022,High,,1,3.5
PR6035,F9BA-C7C8,2022-05-10,5,4,5,1,0,3,5,4,-1,2022,High,Average,1,4.5
PR6036,1C87-44CB,2022-05-11,5,3,2,1,0,3,3,2,-1,2022,Medium,Average,1,4.0
PR6037,41FE-D257,2022-05-11,3,5,3,2,0,4,5,4,-1,2022,High,Good,1,4.0
PR6038,A690-3D5D,2022-05-11,4,3,2,2,1,4,3,2,-1,2022,Medium,Good,1,3.5
PR6039,C9FF-3A25,2022-05-12,2,4,1,2,2,4,3,2,-1,2022,Medium,Good,1,3.0
PR604,152E-8DB1,2015-04-12,3,2,2,1,2,4,3,2,-1,2015,Medium,Good,1,2.5
PR6040,BE93-0736,2022-05-12,2,2,1,3,0,4,5,5,0,2022,High,Good,1,2.0
PR6041,BBD0-FB7D,2022-05-12,4,3,2,3,0,4,3,3,0,2022,Medium,Good,1,3.5
PR6042,1F0F-458C,2022-05-13,2,3,2,1,2,1,4,4,0,2022,Medium,Poor,1,2.5
PR6043,A184-3B30,2022-05-13,3,4,3,1,1,3,3,2,-1,2022,Medium,Average,1,3.5
PR6044,801C-89BF,2022-05-13,3,3,4,3,0,3,5,5,0,2022,High,Average,1,3.0
PR6045,C8BC-3B77,2022-05-13,5,2,4,1,0,2,4,3,-1,2022,Medium,Poor,1,3.5
PR6046,ECC7-B638,2022-05-13,3,4,2,1,0,2,3,3,0,2022,Medium,Poor,1,3.5
PR6047,DE6C-86FC,2022-05-14,4,4,3,3,0,2,3,2,-1,2022,Medium,Poor,1,4.0
PR6048,1C57-5F2A,2022-05-14,3,4,4,1,1,4,3,3,0,2022,Medium,Good,1,3.5
PR6049,E676-215C,2022-05-14,3,3,4,3,1,2,3,2,-1,2022,Medium,Poor,1,3.0
PR605,1A7C-19DB,2015-04-12,3,5,5,3,1,4,5,5,0,2015,High,Good,1,4.0
PR6050,61F3-DE78,2022-05-14,3,4,2,2,2,2,5,5,0,2022,High,Poor,1,3.5
PR6051,0A05-3943,2022-05-15,3,4,2,3,0,5,3,2,-1,2022,Medium,,1,3.5
PR6052,9F65-F612,2022-05-15,3,2,5,1,1,4,4,3,-1,2022,Medium,Good,1,2.5
PR6053,64D6-0D5F,2022-05-15,3,4,3,3,0,5,4,4,0,2022,Medium,,1,3.5
PR6054,26DF-1241,2022-05-15,3,2,2,1,1,5,4,4,0,2022,Medium,,1,2.5
PR6055,2BCE-F73C,2022-05-15,3,5,4,1,0,3,5,4,-1,2022,High,Average,1,4.0
PR6056,6B5B-8080,2022-05-15,4,5,3,3,2,4,3,3,0,2022,Medium,Good,1,4.5
PR6057,3F25-EF5E,2022-05-15,3,5,5,3,1,5,5,5,0,2022,High,,1,4.0
PR6058,9D3C-DA45,2022-05-16,5,3,5,1,1,3,3,3,0,2022,Medium,Average,1,4.0
PR6059,FAD6-EAA3,2022-05-16,3,3,3,2,0,2,3,3,0,2022,Medium,Poor,1,3.0
PR606,489B-14EC,2015-04-12,3,3,5,3,3,5,3,2,-1,2015,Medium,,1,3.0
PR6060,2523-EFD4,2022-05-17,3,3,4,3,2,2,5,4,-1,2022,High,Poor,1,3.0
PR6061,3A20-7C3E,2022-05-17,4,5,2,3,0,2,5,4,-1,2022,High,Poor,1,4.5
PR6062,3CFD-6622,2022-05-17,4,4,2,2,0,4,3,2,-1,2022,Medium,Good,1,4.0
PR6063,4D59-B831,2022-05-18,4,4,3,2,0,5,5,5,0,2022,High,,1,4.0
PR6064,5060-A677,2022-05-18,5,3,3,1,0,4,3,2,-1,2022,Medium,Good,1,4.0
PR6065,A2D0-E2D2,2022-05-18,5,3,2,2,2,3,3,2,-1,2022,Medium,Average,1,4.0
PR6066,BE54-8537,2022-05-18,3,5,5,1,1,3,3,2,-1,2022,Medium,Average,1,4.0
PR6067,494B-7047,2022-05-18,5,4,2,3,0,2,4,4,0,2022,Medium,Poor,1,4.5
PR6068,9461-9439,2022-05-18,5,4,5,2,1,3,4,4,0,2022,Medium,Average,1,4.5
PR6069,C96B-43C7,2022-05-18,5,2,5,3,2,4,4,4,0,2022,Medium,Good,1,3.5
PR607,52CC-3E9E,2015-04-13,5,5,4,2,0,3,4,4,0,2015,Medium,Average,1,5.0
PR6070,9169-FC4B,2022-05-19,3,5,3,3,1,5,3,2,-1,2022,Medium,,1,4.0
PR6071,72A2-1105,2022-05-19,3,5,3,2,3,3,5,4,-1,2022,High,Average,1,4.0
PR6072,E9D9-787A,2022-05-19,4,3,4,1,1,4,4,4,0,2022,Medium,Good,1,3.5
PR6073,00B0-F199,2022-05-20,1,3,4,3,2,2,4,4,0,2022,Medium,Poor,1,2.0
PR6074,5988-3855,2022-05-20,2,3,4,3,1,3,4,3,-1,2022,Medium,Average,1,2.5
PR6075,1705-0DE5,2022-05-21,1,3,1,1,2,4,4,3,-1,2022,Medium,Good,1,2.0
PR6076,8766-F1E7,2022-05-22,3,2,4,3,2,4,4,4,0,2022,Medium,Good,1,2.5
PR6077,45F9-3A37,2022-05-22,1,4,1,3,0,4,4,3,-1,2022,Medium,Good,1,2.5
PR6078,BD1B-53A3,2022-05-22,5,4,2,1,1,3,5,4,-1,2022,High,Average,1,4.5
PR6079,81BE-17CD,2022-05-22,3,3,4,1,1,2,3,3,0,2022,Medium,Poor,1,3.0
PR608,A531-8159,2015-04-13,5,4,2,2,0,3,5,5,0,2015,High,Average,1,4.5
PR6080,1B7F-73A9,2022-05-22,4,4,5,2,0,5,4,4,0,2022,Medium,,1,4.0
PR6081,3B90-B998,2022-05-22,4,4,3,1,0,2,3,3,0,2022,Medium,Poor,1,4.0
PR6082,DF5F-5ED9,2022-05-22,1,3,4,3,1,2,5,5,0,2022,High,Poor,1,2.0
PR6083,4FCD-7D65,2022-05-22,3,1,4,1,1,1,3,3,0,2022,Medium,Poor,1,2.0
PR6084,6A09-C910,2022-05-22,4,2,3,2,0,2,3,2,-1,2022,Medium,Poor,1,3.0
PR6085,A1AB-EE7C,2022-05-22,4,3,3,3,1,5,4,4,0,2022,Medium,,1,3.5
PR6086,06DE-E772,2022-05-23,3,3,4,3,0,2,3,2,-1,2022,Medium,Poor,1,3.0
PR6087,0F83-39C1,2022-05-23,4,3,5,2,1,5,4,4,0,2022,Medium,,1,3.5
PR6088,ED49-73D3,2022-05-23,5,5,4,3,1,4,5,4,-1,2022,High,Good,1,5.0
PR6089,9C24-CD7A,2022-05-24,3,2,2,1,0,4,5,4,-1,2022,High,Good,1,2.5
PR609,C5C2-985F,2015-04-14,5,2,3,3,3,3,4,4,0,2015,Medium,Average,1,3.5
PR6090,242A-4FA0,2022-05-24,3,3,4,1,0,2,5,5,0,2022,High,Poor,1,3.0
PR6091,566A-FC64,2022-05-24,4,4,1,1,3,2,5,4,-1,2022,High,Poor,1,4.0
PR6092,BE07-BE80,2022-05-24,1,4,4,1,2,1,3,2,-1,2022,Medium,Poor,1,2.5
PR6093,D91C-815B,2022-05-25,3,2,1,3,0,2,4,3,-1,2022,Medium,Poor,1,2.5
PR6094,29C2-1A3F,2022-05-25,4,1,2,2,0,1,3,3,0,2022,Medium,Poor,1,2.5
PR6095,462E-03DF,2022-05-25,2,3,3,3,0,4,3,3,0,2022,Medium,Good,1,2.5
PR6096,2F98-E645,2022-05-26,4,2,1,3,0,1,4,3,-1,2022,Medium,Poor,1,3.0
PR6097,F469-0427,2022-05-26,2,4,4,2,0,3,3,3,0,2022,Medium,Average,1,3.0
PR6098,4938-402A,2022-05-26,3,4,2,3,0,3,4,3,-1,2022,Medium,Average,1,3.5
PR6099,3E3B-681D,2022-05-26,3,4,3,3,1,3,5,4,-1,2022,High,Average,1,3.5
PR61,3560-C117,2013-02-27,4,4,3,3,0,5,4,3,-1,2013,Medium,,1,4.0
PR610,CDFB-6A08,2015-04-14,3,5,3,3,1,2,4,3,-1,2015,Medium,Poor,1,4.0
PR6100,0742-C802,2022-05-27,5,4,5,3,3,2,3,2,-1,2022,Medium,Poor,1,4.5
PR6101,C08F-94F9,2022-05-28,4,4,2,3,0,4,3,3,0,2022,Medium,Good,1,4.0
PR6102,DEBE-1622,2022-05-28,4,4,3,3,1,5,5,5,0,2022,High,,1,4.0
PR6103,6965-C170,2022-05-28,3,2,5,3,2,3,5,4,-1,2022,High,Average,1,2.5
PR6104,7349-CCE0,2022-05-28,4,3,2,2,0,3,4,3,-1,2022,Medium,Average,1,3.5
PR6105,8FF0-0F7A,2022-05-29,3,3,3,1,1,4,4,3,-1,2022,Medium,Good,1,3.0
PR6106,259B-6C50,2022-05-29,4,3,2,1,3,3,4,4,0,2022,Medium,Average,1,3.5
PR6107,6313-8E62,2022-05-30,4,5,4,2,0,4,4,3,-1,2022,Medium,Good,1,4.5
PR6108,F662-DEA5,2022-05-30,4,5,5,2,1,2,4,4,0,2022,Medium,Poor,1,4.5
PR6109,76ED-1CF5,2022-05-30,4,3,3,2,2,5,4,3,-1,2022,Medium,,1,3.5
PR611,5C03-1009,2015-04-14,4,2,5,1,1,4,5,4,-1,2015,High,Good,1,3.0
PR6110,2FAE-9278,2022-05-30,5,4,2,3,1,5,4,3,-1,2022,Medium,,1,4.5
PR6111,FC47-1953,2022-05-30,3,4,4,3,2,3,5,5,0,2022,High,Average,1,3.5
PR6112,EFA2-B2D0,2022-05-30,5,4,4,3,0,2,3,2,-1,2022,Medium,Poor,1,4.5
PR6113,B3AF-7E58,2022-05-31,3,2,2,3,0,4,3,2,-1,2022,Medium,Good,1,2.5
PR6114,64BA-99F0,2022-05-31,4,4,5,3,0,5,4,3,-1,2022,Medium,,1,4.0
PR6115,8663-3E02,2022-05-31,4,4,5,3,2,3,3,2,-1,2022,Medium,Average,1,4.0
PR6116,F523-1135,2022-05-31,3,4,5,2,0,3,3,2,-1,2022,Medium,Average,1,3.5
PR6117,5C87-D7BB,2022-05-31,4,5,4,1,0,3,3,3,0,2022,Medium,Average,1,4.5
PR6118,3A2C-ABB8,2022-06-01,4,4,4,2,0,5,4,3,-1,2022,Medium,,1,4.0
PR6119,0C7B-2EA6,2022-06-02,5,3,2,3,0,4,4,4,0,2022,Medium,Good,1,4.0
PR612,EE91-1A9C,2015-04-15,5,2,2,1,0,5,5,5,0,2015,High,,1,3.5
PR6120,06E8-4FD4,2022-06-03,5,3,5,2,1,3,3,3,0,2022,Medium,Average,1,4.0
